@relation mydata
@attribute A numeric
@attribute R numeric
@attribute N numeric
@attribute D numeric
@attribute C numeric
@attribute E numeric
@attribute Q numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute L numeric
@attribute K numeric
@attribute M numeric
@attribute F numeric
@attribute P numeric
@attribute S numeric
@attribute T numeric
@attribute W numeric
@attribute Y numeric
@attribute V numeric
@attribute label string
@data
0.130268199233716,0.0498084291187739,0.0459770114942529,0.0957854406130268,0.00383141762452107,0.0498084291187739,0.0306513409961686,0.0804597701149425,0.00383141762452107,0.0651340996168582,0.0613026819923372,0.0651340996168582,0.00766283524904215,0.053639846743295,0.0114942528735632,0.0881226053639847,0.0498084291187739,0.0114942528735632,0.0268199233716475,0.0689655172413793,'Positive'
0.03681592039801,0.0427860696517413,0.0845771144278607,0.0736318407960199,0.017910447761194,0.0746268656716418,0.026865671641791,0.0378109452736318,0.0139303482587065,0.0616915422885572,0.0766169154228856,0.114427860696517,0.0119402985074627,0.0467661691542289,0.0288557213930348,0.108457711442786,0.0398009950248756,0.00597014925373134,0.0427860696517413,0.0537313432835821,'Positive'
0.0559353635798633,0.0074580484773151,0.0310752019888129,0.0198881292728403,0.0155376009944065,0.0354257302672467,0.0348042262274705,0.0292106898694842,0.00807955251709136,0.0497203231821007,0.0621504039776259,0.0261031696706029,0.00932256059664388,0.0261031696706029,0.0478558110627719,0.26413921690491,0.180857675574891,0.0074580484773151,0.0248601615910503,0.0640149160969546,'Positive'
0.0588235294117647,0.0784313725490196,0.0504201680672269,0.0392156862745098,0.0644257703081232,0.0672268907563025,0.0196078431372549,0.0560224089635854,0.0252100840336134,0.0504201680672269,0.0840336134453782,0.0952380952380952,0.0140056022408964,0.0336134453781513,0.0532212885154062,0.061624649859944,0.0252100840336134,0.00280112044817927,0.0420168067226891,0.0784313725490196,'Positive'
0.0641562064156206,0.0125523012552301,0.0264993026499303,0.0320781032078103,0.0278940027894003,0.0432357043235704,0.0683403068340307,0.0892608089260809,0.0111576011157601,0.0516039051603905,0.0237099023709902,0.0571827057182706,0.00697350069735007,0.0292887029288703,0.105997210599721,0.0781032078103208,0.181311018131102,0.00697350069735007,0.0125523012552301,0.0711297071129707,'Positive'
0.133986928104575,0.00326797385620915,0.0228758169934641,0.0392156862745098,0.0294117647058824,0.00980392156862745,0.0261437908496732,0.0784313725490196,0.0326797385620915,0.0326797385620915,0.0490196078431373,0.0294117647058824,0.0294117647058824,0,0.156862745098039,0.0457516339869281,0.133986928104575,0.0163398692810458,0.00326797385620915,0.127450980392157,'Positive'
0.0461938841899805,0.0162654521795706,0.033181522446324,0.0279765777488614,0.0104098893949252,0.05530253741054,0.0214703968770332,0.0611581001951854,0.00325309043591412,0.0624593363695511,0.0344827586206897,0.0123617436564736,0.0188679245283019,0.0234222511385817,0.0585556278464541,0.130123617436565,0.28106701366298,0.0162654521795706,0.0188679245283019,0.0683148991541965,'Positive'
0.124681933842239,0.0152671755725191,0.0305343511450382,0.0330788804071247,0.0203562340966921,0.0687022900763359,0.0178117048346056,0.0585241730279898,0.00508905852417303,0.0508905852417303,0.0712468193384224,0.0229007633587786,0.00254452926208651,0.0254452926208651,0.0636132315521628,0.0763358778625954,0.162849872773537,0,0.0330788804071247,0.11704834605598,'Positive'
0.081992337164751,0.00766283524904215,0.0314176245210728,0.102681992337165,0.0145593869731801,0.0674329501915709,0.00919540229885057,0.0475095785440613,0.00306513409961686,0.0628352490421456,0.0413793103448276,0.0145593869731801,0.00153256704980843,0.0153256704980843,0.0444444444444444,0.215325670498084,0.134099616858238,0.00306513409961686,0.0176245210727969,0.0842911877394636,'Positive'
0.0412698412698413,0.0486772486772487,0.0708994708994709,0.0666666666666667,0.00423280423280423,0.0613756613756614,0.0708994708994709,0.0275132275132275,0.0275132275132275,0.0507936507936508,0.0708994708994709,0.0645502645502646,0.0201058201058201,0.0338624338624339,0.0772486772486772,0.107936507936508,0.0962962962962963,0.00634920634920635,0.017989417989418,0.0349206349206349,'Positive'
0.0393184796854522,0.00262123197903014,0.0117955439056356,0.0117955439056356,0.0144167758846658,0.0314547837483617,0.0209698558322412,0.0131061598951507,0.0117955439056356,0.0419397116644823,0.0524246395806029,0.0157273918741809,0.0144167758846658,0.018348623853211,0.0432503276539974,0.360419397116645,0.217562254259502,0.00393184796854522,0.0196592398427261,0.055045871559633,'Positive'
0.0808435852372583,0.00527240773286467,0.0246045694200351,0.0404217926186292,0.0246045694200351,0.0755711775043937,0.054481546572935,0.0386643233743409,0.00175746924428822,0.0474516695957821,0.0228471001757469,0.015817223198594,0.0123022847100176,0.0070298769771529,0.149384885764499,0.144112478031634,0.166959578207381,0.00351493848857645,0.0246045694200351,0.0597539543057996,'Positive'
0.0916666666666667,0.0666666666666667,0.0416666666666667,0.0583333333333333,0.0333333333333333,0.025,0.1,0.1,0.0416666666666667,0.0333333333333333,0.0666666666666667,0.0166666666666667,0.00833333333333333,0.025,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.00833333333333333,0.0666666666666667,0.0916666666666667,'Positive'
0.0481540930979133,0.0321027287319422,0.0898876404494382,0.0192616372391653,0.00481540930979133,0.0304975922953451,0.170144462279294,0.0256821829855538,0.0240770465489567,0.0465489566613162,0.0529695024077047,0.0449438202247191,0.0208667736757624,0.0304975922953451,0.0898876404494382,0.118780096308186,0.0834670947030498,0.00642054574638844,0.0272873194221509,0.0337078651685393,'Positive'
0.0802675585284281,0.0234113712374582,0.0468227424749164,0.0802675585284281,0.0301003344481605,0.0501672240802676,0.040133779264214,0.0602006688963211,0.0434782608695652,0.0367892976588629,0.0735785953177258,0.040133779264214,0.00334448160535117,0.0468227424749164,0.020066889632107,0.127090301003344,0.0668896321070234,0.020066889632107,0.0535117056856187,0.0568561872909699,'Positive'
0.0224632068164214,0.0232378001549187,0.0185902401239349,0.0743609604957397,0.00542215336948102,0.040278853601859,0.0131680867544539,0.0619674670797831,0.0185902401239349,0.0790085205267235,0.0216886134779241,0.0069713400464756,0.000774593338497289,0.0418280402788536,0.0898528272656855,0.0712625871417506,0.312161115414407,0.0193648334624322,0.0216886134779241,0.0573199070487994,'Positive'
0.0626927029804728,0.0159301130524152,0.0354573484069887,0.0179856115107914,0.00719424460431655,0.0436793422404933,0.0118191161356629,0.0775950668036999,0.00359712230215827,0.0328879753340185,0.0369989722507708,0.0246659815005139,0.00411099691675231,0.0246659815005139,0.0554984583761562,0.0981500513874615,0.232271325796506,0.0025693730729702,0.0385405960945529,0.173689619732785,'Positive'
0.048695652173913,0.00956521739130435,0.0417391304347826,0.0226086956521739,0.0130434782608696,0.04,0.0139130434782609,0.0782608695652174,0.00347826086956522,0.0460869565217391,0.031304347826087,0.0226086956521739,0.00782608695652174,0.031304347826087,0.0652173913043478,0.101739130434783,0.227826086956522,0.00521739130434783,0.04,0.149565217391304,'Positive'
0.06,0.0032,0.012,0.0176,0.0144,0.0528,0.0104,0.0888,0.0016,0.0192,0.012,0.0152,0.0032,0.008,0.1208,0.1728,0.2912,8e-04,0.0352,0.0608,'Positive'
0.0657640232108317,0.0183752417794971,0.0357833655705996,0.0599613152804642,0.00773694390715667,0.04642166344294,0.0270793036750484,0.0715667311411992,0.011605415860735,0.0483558994197292,0.0570599613152805,0.0164410058027079,0.00580270793036751,0.0319148936170213,0.0522243713733075,0.106382978723404,0.183752417794971,0.0193423597678917,0.0473887814313346,0.0870406189555126,'Positive'
0.00683176771989752,0.00683176771989752,0.0563620836891546,0.143467122117848,0.0802732707087959,0.0768573868488471,0.00256191289496157,0.0230572160546541,0.0580700256191289,0.00256191289496157,0.0546541417591802,0.113578138343296,0.00085397096498719,0.0230572160546541,0.0350128095644748,0.0785653287788215,0.00939368061485909,0.132365499573015,0.0845431255337318,0.0111016225448335,'Positive'
0.0396135265700483,0.00579710144927536,0.021256038647343,0.0289855072463768,0.01256038647343,0.0792270531400966,0.0106280193236715,0.0734299516908213,0.0173913043478261,0.0657004830917874,0.0241545893719807,0.0695652173913043,0.000966183574879227,0.0270531400966184,0.0521739130434783,0.0801932367149758,0.248309178743961,0.0144927536231884,0.063768115942029,0.0647342995169082,'Positive'
0.0391608391608392,0.020979020979021,0.0601398601398601,0.0517482517482517,0.0181818181818182,0.0307692307692308,0.0251748251748252,0.0447552447552448,0.0153846153846154,0.0531468531468531,0.0741258741258741,0.041958041958042,0.0167832167832168,0.048951048951049,0.048951048951049,0.193006993006993,0.117482517482517,0.00699300699300699,0.0503496503496504,0.041958041958042,'Positive'
0.0269853508095605,0.0131071703932151,0.104857363145721,0.0516576715497301,0.00848111025443331,0.0161912104857363,0.0115651503469545,0.0909791827293755,0.0138781804163454,0.0346954510408635,0.0316114109483423,0.0316114109483423,0.0038550501156515,0.0339244410177332,0.12875867386276,0.197378565921357,0.112567463377024,0.0030840400925212,0.023130300693909,0.0616808018504241,'Positive'
0.0367504835589942,0.0193423597678917,0.0725338491295938,0.0338491295938104,0.0193423597678917,0.0377176015473888,0.0145067698259188,0.0406189555125725,0.0241779497098646,0.0705996131528046,0.0638297872340425,0.0560928433268859,0.0145067698259188,0.0328820116054159,0.04642166344294,0.195357833655706,0.13926499032882,0.00290135396518375,0.0425531914893617,0.0367504835589942,'Positive'
0.0127118644067797,0.0155367231638418,0.0741525423728814,0.0564971751412429,0.0077683615819209,0.0162429378531073,0.0120056497175141,0.0974576271186441,0.0105932203389831,0.0360169491525424,0.0374293785310734,0.0275423728813559,0.00494350282485876,0.0416666666666667,0.0953389830508475,0.227401129943503,0.159604519774011,0.00211864406779661,0.0247175141242938,0.0402542372881356,'Positive'
0.112399643175736,0,0.00535236396074933,0.0107047279214987,0.0178412132024978,0.106155218554862,0.0187332738626227,0.0410347903657449,0.00178412132024978,0.0214094558429973,0.00713648528099911,0.0142729705619982,0.00178412132024978,0.00446030330062444,0.151650312221231,0.137377341659233,0.278322925958965,0.000892060660124889,0.0151650312221231,0.0535236396074933,'Positive'
0.042654028436019,0.014218009478673,0.004739336492891,0.146919431279621,0.0663507109004739,0.0402843601895735,0.00710900473933649,0.101895734597156,0.0165876777251185,0.033175355450237,0.00710900473933649,0.0924170616113744,0.00947867298578199,0.0118483412322275,0.165876777251185,0.0663507109004739,0.0473933649289099,0.0023696682464455,0.116113744075829,0.00710900473933649,'Positive'
0.0465863453815261,0.0626506024096386,0.065863453815261,0.0706827309236948,0.0779116465863454,0.0465863453815261,0.0417670682730924,0.121285140562249,0.0184738955823293,0.0321285140562249,0.048995983935743,0.0506024096385542,0.00160642570281125,0.0144578313253012,0.0465863453815261,0.0843373493975904,0.0626506024096386,0.0313253012048193,0.0305220883534137,0.0449799196787149,'Positive'
0.0467562828755114,0.0391583869082408,0.0824079485680888,0.075978959672706,0.00350672121566335,0.0724722384570427,0.0590298071303331,0.0274693161893629,0.0292226767971946,0.0566919929865576,0.0713033313851549,0.0835768556399766,0.0140268848626534,0.0356516656925774,0.065458796025716,0.110461718293396,0.0607831677381648,0.00409117475160725,0.0175336060783168,0.0444184687317358,'Positive'
0.0261707988980716,0.00826446280991736,0.0351239669421488,0.0433884297520661,0.00413223140495868,0.0943526170798898,0.0199724517906336,0.0730027548209366,0.0034435261707989,0.0578512396694215,0.0261707988980716,0.0068870523415978,0.0034435261707989,0.0254820936639118,0.0564738292011019,0.111570247933884,0.267906336088154,0.0165289256198347,0.0399449035812672,0.0798898071625344,'Positive'
0.0437262357414449,0.0104562737642586,0.032319391634981,0.0465779467680608,0.0247148288973384,0.0712927756653992,0.0256653992395437,0.0370722433460076,0.00475285171102662,0.0598859315589354,0.0475285171102662,0.0256653992395437,0.00665399239543726,0.0304182509505703,0.0370722433460076,0.242395437262357,0.173003802281369,0.00380228136882129,0.0237642585551331,0.0532319391634981,'Positive'
0.0677570093457944,0.0668224299065421,0.0364485981308411,0.0626168224299065,0.00841121495327103,0.0551401869158879,0.0341121495327103,0.0532710280373832,0.0383177570093458,0.0434579439252336,0.0654205607476635,0.035981308411215,0.0149532710280374,0.0224299065420561,0.10981308411215,0.142523364485981,0.0598130841121495,0.00841121495327103,0.0186915887850467,0.055607476635514,'Positive'
0.0887096774193548,0.0625,0.0362903225806452,0.0826612903225806,0.00806451612903226,0.0766129032258065,0.0362903225806452,0.0604838709677419,0.0241935483870968,0.0504032258064516,0.092741935483871,0.0584677419354839,0.0201612903225806,0.0443548387096774,0.0524193548387097,0.0725806451612903,0.0423387096774194,0.00806451612903226,0.0181451612903226,0.0645161290322581,'Positive'
0.0384047267355982,0.016740521910389,0.0374199901526342,0.0531757754800591,0.00541605120630231,0.0773018217626785,0.0157557853274249,0.0398818316100443,0.016740521910389,0.0630231413096997,0.0413589364844904,0.0310192023633678,0.0128015755785327,0.0418513047759724,0.051206302314131,0.199901526341704,0.152141802067947,0.0132939438700148,0.0265878877400295,0.0659773510585918,'Positive'
0.0622529644268775,0.0148221343873518,0.0454545454545455,0.0266798418972332,0.0187747035573123,0.0454545454545455,0.0345849802371542,0.0444664031620553,0.033596837944664,0.0612648221343874,0.0573122529644269,0.0494071146245059,0.00988142292490119,0.0286561264822134,0.066205533596838,0.16501976284585,0.142292490118577,0.00395256916996047,0.0286561264822134,0.0612648221343874,'Positive'
0.0391815411406182,0.0230735742272529,0.0322159338267305,0.0526774053112756,0.00391815411406182,0.0827165868524162,0.0152372659991293,0.0374401393121463,0.0139312146277754,0.0565955594253374,0.0391815411406182,0.0200261210274271,0.0152372659991293,0.0356987374836744,0.0452764475402699,0.241619503700479,0.132346538963866,0.0104484109708315,0.0261210274270788,0.0770570309098825,'Positive'
0.0492030492030492,0.0097020097020097,0.0464310464310464,0.0533610533610534,0.00831600831600832,0.0533610533610534,0.0173250173250173,0.0408870408870409,0.0145530145530146,0.0561330561330561,0.0457380457380457,0.0235620235620236,0.00693000693000693,0.036036036036036,0.0471240471240471,0.21968121968122,0.167013167013167,0.0097020097020097,0.0256410256410256,0.0693000693000693,'Positive'
0.0559440559440559,0.0699300699300699,0.0769230769230769,0.041958041958042,0.00699300699300699,0.0629370629370629,0.034965034965035,0.0909090909090909,0.00699300699300699,0.0559440559440559,0.048951048951049,0.034965034965035,0.013986013986014,0.041958041958042,0.020979020979021,0.0559440559440559,0.111888111888112,0.020979020979021,0.0629370629370629,0.0839160839160839,'Positive'
0.0562770562770563,0.051948051948052,0.0779220779220779,0.0432900432900433,0,0.0476190476190476,0.0216450216450216,0.0432900432900433,0.0216450216450216,0.051948051948052,0.0346320346320346,0.0432900432900433,0.0303030303030303,0.025974025974026,0.0562770562770563,0.212121212121212,0.0909090909090909,0.00865800865800866,0.0346320346320346,0.0476190476190476,'Positive'
0.0980392156862745,0.0196078431372549,0.0522875816993464,0.0522875816993464,0,0.0457516339869281,0.0392156862745098,0.0718954248366013,0.0261437908496732,0.0457516339869281,0.0588235294117647,0.0718954248366013,0.0065359477124183,0.0261437908496732,0.0522875816993464,0.0849673202614379,0.0915032679738562,0.0261437908496732,0.0522875816993464,0.0784313725490196,'Positive'
0.127882599580713,0.0230607966457023,0.0377358490566038,0.0209643605870021,0.0125786163522013,0.0188679245283019,0.0146750524109015,0.0482180293501048,0.00419287211740042,0.0670859538784067,0.0964360587002096,0.0188679245283019,0.00419287211740042,0.010482180293501,0.136268343815514,0.150943396226415,0.148846960167715,0.00838574423480084,0,0.050314465408805,'Positive'
0.0392054364871929,0.0151594354417146,0.0496602195504443,0.0392054364871929,0.00575013068478829,0.0595922634605332,0.0151594354417146,0.0423418714061683,0.00888656560376372,0.0700470465237846,0.03659174072138,0.0282279142707789,0.00470465237846315,0.0423418714061683,0.0585467851542081,0.173026659696811,0.205436487192891,0.0130684788290643,0.0277051751176163,0.0653423941453215,'Positive'
0.0575916230366492,0.0239341810022438,0.0359012715033657,0.0317875841436051,0.00448765893792072,0.0448765893792072,0.0265519820493642,0.068436798803291,0.00411368735976066,0.0609573672400898,0.0164547494390426,0.0108451757666417,0.00149588631264024,0.0209424083769634,0.102094240837696,0.0871353777112939,0.256170531039641,0.0220643231114435,0.050112191473448,0.0740463724756918,'Positive'
0.0697674418604651,0.0824524312896406,0.0317124735729387,0.0528541226215645,0.0126849894291755,0.0422832980972516,0.0380549682875264,0.0591966173361522,0.025369978858351,0.0211416490486258,0.0845665961945032,0.0317124735729387,0.025369978858351,0.0295983086680761,0.109936575052854,0.13953488372093,0.0761099365750529,0.0126849894291755,0.0232558139534884,0.0317124735729387,'Positive'
0.0628019323671498,0.0603864734299517,0.0772946859903382,0.0193236714975845,0.00966183574879227,0.0314009661835749,0.0265700483091787,0.0386473429951691,0.0531400966183575,0.0628019323671498,0.103864734299517,0.0458937198067633,0.0169082125603865,0.0241545893719807,0.0797101449275362,0.0772946859903382,0.0869565217391304,0.0120772946859903,0.0434782608695652,0.0676328502415459,'Positive'
0.0493601462522852,0.056672760511883,0.020109689213894,0.0274223034734918,0,0.0457038391224863,0.0219378427787934,0.0950639853747715,0.0219378427787934,0.0731261425959781,0.056672760511883,0.0347349177330896,0.00548446069469835,0.0219378427787934,0.109689213893967,0.19926873857404,0.0914076782449726,0.00182815356489945,0.00731261425959781,0.0603290676416819,'Positive'
0.0543478260869565,0.0706521739130435,0.0217391304347826,0.0625,0.00815217391304348,0.0298913043478261,0.0244565217391304,0.0652173913043478,0.0407608695652174,0.0244565217391304,0.0706521739130435,0.0271739130434783,0.0326086956521739,0.0217391304347826,0.10054347826087,0.1875,0.0842391304347826,0.0135869565217391,0.0326086956521739,0.0271739130434783,'Positive'
0.0329896907216495,0.0432989690721649,0.0701030927835052,0.0515463917525773,0.00824742268041237,0.0783505154639175,0.0288659793814433,0.0164948453608247,0.0123711340206186,0.0680412371134021,0.154639175257732,0.0742268041237113,0.0247422680412371,0.0329896907216495,0.0515463917525773,0.0824742268041237,0.0577319587628866,0.00618556701030928,0.0350515463917526,0.0701030927835052,'Positive'
0.0694444444444444,0.0509259259259259,0.0416666666666667,0.0601851851851852,0.0138888888888889,0.0694444444444444,0.0416666666666667,0.0277777777777778,0.0324074074074074,0.0833333333333333,0.125,0.0740740740740741,0.0231481481481481,0.0416666666666667,0.037037037037037,0.0740740740740741,0.0324074074074074,0.00925925925925926,0.0231481481481481,0.0694444444444444,'Positive'
0.0955631399317406,0.0204778156996587,0.0614334470989761,0.0750853242320819,0.0102389078498294,0.0273037542662116,0.0341296928327645,0.10580204778157,0.0273037542662116,0.0614334470989761,0.0546075085324232,0.0477815699658703,0.0204778156996587,0.0477815699658703,0.037542662116041,0.0716723549488055,0.068259385665529,0.0409556313993174,0.0511945392491468,0.0409556313993174,'Positive'
0.0909090909090909,0.0636363636363636,0.0327272727272727,0.0509090909090909,0.00909090909090909,0.0454545454545455,0.0309090909090909,0.0636363636363636,0.0472727272727273,0.0218181818181818,0.0763636363636364,0.0363636363636364,0.0254545454545455,0.0254545454545455,0.0927272727272727,0.132727272727273,0.0763636363636364,0.0127272727272727,0.0272727272727273,0.0381818181818182,'Positive'
0.0794979079497908,0.0711297071129707,0.00836820083682008,0.0460251046025105,0.0167364016736402,0.0711297071129707,0.0334728033472803,0.0376569037656904,0.0292887029288703,0.0334728033472803,0.096234309623431,0.0502092050209205,0.0125523012552301,0.0292887029288703,0.0836820083682008,0.167364016736402,0.0836820083682008,0.00836820083682008,0.00418410041841004,0.0376569037656904,'Positive'
0.0469230769230769,0.00769230769230769,0.0238461538461538,0.0230769230769231,0.01,0.0507692307692308,0.0292307692307692,0.0446153846153846,0.00538461538461538,0.0615384615384615,0.0430769230769231,0.0238461538461538,0.0107692307692308,0.02,0.0615384615384615,0.180769230769231,0.244615384615385,0.0115384615384615,0.0192307692307692,0.0815384615384615,'Positive'
0.0570264765784114,0.0162932790224033,0.0366598778004073,0.0407331975560081,0.0224032586558045,0.0264765784114053,0.0285132382892057,0.0427698574338086,0.0224032586558045,0.0936863543788187,0.0631364562118126,0.0366598778004073,0.0305498981670061,0.0244399185336049,0.0285132382892057,0.138492871690428,0.169042769857434,0.00203665987780041,0.0386965376782077,0.0814663951120163,'Positive'
0.119544592030361,0.015180265654649,0.0398481973434535,0.0265654648956357,0.0208728652751423,0.0550284629981025,0.0303605313092979,0.0853889943074004,0.015180265654649,0.0550284629981025,0.0284629981024668,0.0303605313092979,0.00569259962049336,0.0265654648956357,0.047438330170778,0.108159392789374,0.157495256166983,0,0.032258064516129,0.100569259962049,'Positive'
0.0456730769230769,0.00961538461538462,0.0456730769230769,0.0408653846153846,0.0168269230769231,0.0408653846153846,0.0288461538461538,0.0817307692307692,0.00480769230769231,0.0480769230769231,0.0384615384615385,0.0216346153846154,0.0120192307692308,0.0697115384615385,0.0600961538461538,0.122596153846154,0.153846153846154,0.0120192307692308,0.0625,0.0841346153846154,'Positive'
